feature,importance
cat__customer_city_uberlandia,2.6629570487490812
cat__customer_city_bage,2.6420644942570743
cat__customer_city_juiz de fora,2.6344546808662055
cat__customer_city_alvorada,2.6306872316703953
cat__customer_city_caxias do sul,2.6295783998524023
cat__customer_city_blumenau,2.5695970876225123
cat__customer_city_porto alegre,2.5585263020022198
cat__favorite_category_moveis_cozinha_area_de_servico_jantar_e_jardim,2.5546543854539774
cat__customer_city_bertioga,2.5480205774447695
cat__customer_state_MG,2.5361138815947264
cat__customer_city_joao pessoa,2.5161931021183017
cat__customer_city_pirassununga,2.5135411089980004
cat__customer_city_suzano,2.512218640433885
cat__customer_city_itapeva,2.4875402333325414
cat__customer_city_santa cruz do rio pardo,2.46790543807906
cat__customer_city_itaperuna,2.467833205082793
cat__customer_city_vicosa,2.4655316425092106
cat__customer_city_americana,2.4535313817721622
cat__customer_city_carapicuiba,2.4368797919946084
cat__customer_city_barra do pirai,2.4165490471049402
cat__customer_city_praia grande,2.3945477073236776
cat__customer_city_pouso alegre,2.388915117638088
cat__customer_city_novo horizonte,2.385675979969637
cat__customer_city_pindamonhangaba,2.3797047847775277
cat__customer_city_viamao,2.371458243787631
cat__customer_city_itanhaem,2.3679701999176768
cat__customer_city_franco da rocha,2.3298225849116627
cat__customer_city_volta redonda,2.3295407841246263
cat__customer_state_TO,2.317659078192191
cat__customer_city_varzea paulista,2.3056566794623734
cat__customer_city_ubatuba,2.293816583212383
cat__customer_city_jundiai,2.264289905567531
cat__customer_city_sao pedro da aldeia,2.2596545418943235
cat__customer_city_nilopolis,2.258931418048366
cat__customer_city_belo horizonte,2.2568841030633258
cat__customer_city_resende,2.251735162935147
cat__customer_city_poa,2.242796062224342
cat__favorite_category_pcs,2.229314769513769
cat__customer_city_linhares,2.2268127849374197
cat__customer_city_ferraz de vasconcelos,2.226783188464592
cat__customer_city_aracatuba,2.2090110180586886
cat__customer_city_teresina,2.200896029080515
cat__customer_city_angra dos reis,2.192273058299478
cat__customer_city_joinville,2.191716424965139
cat__customer_city_santos,2.159610956216169
cat__customer_city_indaiatuba,2.1526963065292755
cat__customer_city_sao luis,2.1452700766623076
