feature,importance
cat__customer_city_sao carlos,0.0005028145005323915
cat__customer_city_guaiuba,0.0004999286964829299
cat__customer_city_triunfo,0.0004991174668813818
cat__customer_city_ouro branco,0.0004976900808525863
cat__favorite_category_sinalizacao_e_seguranca,0.0004956409130930494
cat__customer_city_camaragibe,0.0004901822837295167
cat__customer_city_sao jose do barreiro,0.00048697793144574956
cat__customer_city_resende,0.0004865989769911487
cat__customer_city_joinville,0.0004851824377187999
cat__customer_city_coelho neto,0.0004850876454950764
cat__last_order_status_invoiced,0.0004843204452357685
cat__customer_city_varzea paulista,0.00048241736470877936
cat__customer_city_fazenda rio grande,0.00048080068224461874
cat__customer_city_sao manuel,0.00047968877223799765
cat__customer_city_registro,0.0004793336069465454
cat__customer_city_lagoa santa,0.0004769603701125367
cat__customer_city_paraiso,0.00047678337146315005
cat__customer_city_sao luis,0.0004720562959673171
cat__customer_city_blumenau,0.0004701530737267918
cat__customer_city_ibiraja,0.0004677998482456348
cat__customer_city_sao vicente,0.00046498193410432313
cat__customer_city_socorro,0.0004605811581483409
cat__customer_city_jacobina,0.00046012296855553475
cat__customer_city_santa rosa de lima,0.00045788718672720144
cat__customer_city_rio bonito,0.0004551933882593855
cat__customer_city_navegantes,0.0004549076951908504
cat__customer_city_manaus,0.0004533882789032435
cat__customer_city_capao bonito,0.00045322561560120713
cat__customer_city_aracatuba,0.00044644088528555877
cat__customer_city_bebedouro,0.00044632486919472954
cat__customer_state_AM,0.00044550731763020094
cat__customer_city_monte carlo,0.00044518931832242373
cat__customer_city_jacarezinho,0.0004436593142327795
cat__customer_city_colina,0.000442530425394391
cat__customer_city_jacarei,0.00044216362536153646
cat__customer_city_piracicaba,0.0004380504641865558
cat__customer_city_rio do sul,0.00043696938751660073
cat__customer_city_santa rosa de viterbo,0.00043558714411623536
cat__customer_city_dois vizinhos,0.00043469784979206013
cat__customer_city_vitoria da conquista,0.00043214001685932467
cat__customer_city_pinhalao,0.0004285913274727002
cat__customer_city_joao pessoa,0.00042709369093864915
cat__customer_city_joao monlevade,0.00042486563576385846
cat__customer_city_sete lagoas,0.00042367100240538874
cat__customer_city_sombrio,0.00042297495748812
cat__customer_city_maceio,0.00042116177102732605
cat__customer_city_sao joao del rei,0.00042004957370690433
cat__customer_city_porto seguro,0.00041932982083792554
cat__customer_city_erval grande,0.0004160427628406314
cat__customer_city_candido rodrigues,0.000414835228893509
cat__customer_city_claudio,0.00041473790187869
cat__customer_city_sao caetano do sul,0.00041469175071862156
cat__customer_city_nilopolis,0.0004125038126608906
cat__customer_city_mossoro,0.0004111733031711186
cat__customer_city_aracariguama,0.00041098451692574107
cat__favorite_category_cine_foto,0.00041053240655986153
cat__customer_city_angra dos reis,0.0004072346243369438
cat__customer_city_salto do ceu,0.0004050998935372639
cat__customer_city_penapolis,0.00040394806256004
cat__customer_city_montes claros,0.00040229803018641027
cat__customer_city_pindamonhangaba,0.0004010524708258256
cat__customer_city_santos dumont,0.00040030915825265236
cat__customer_city_taubate,0.00039920769522340565
cat__customer_city_itaporanga,0.0003984781892279191
cat__customer_city_eldorado do sul,0.0003982796888293715
cat__customer_city_uba,0.00039583683227409117
cat__customer_city_pirassununga,0.0003948740017024625
cat__favorite_category_fashion_roupa_feminina,0.0003899927362096353
cat__customer_city_gaspar,0.00038856487281622374
cat__customer_city_santo anastacio,0.00038734573795461635
cat__customer_city_promissao,0.0003865110331963455
cat__customer_city_teresina,0.0003848698809773522
cat__customer_city_macae,0.000378055372762313
cat__customer_city_palmitinho,0.0003752481787024127
cat__customer_city_cotia,0.0003749658335307797
cat__customer_city_tubarao,0.0003734834249703321
cat__customer_city_itajuba,0.00037212440092704736
cat__customer_city_alvorada,0.00037189768293685615
cat__customer_city_aracaju,0.00037103545176964955
cat__customer_city_perdigao,0.0003700898886547304
cat__customer_city_jacaraci,0.0003698706450134789
cat__customer_city_sanclerlandia,0.0003687552517019033
cat__customer_city_coribe,0.00036701133331133766
cat__customer_city_maracanau,0.0003655299663682511
cat__customer_city_ubatuba,0.0003569138796666546
cat__customer_city_petrolandia,0.0003561780576823913
cat__customer_city_poa,0.00035159018804403335
cat__customer_city_barra do pirai,0.0003503801184593907
cat__customer_city_amparo,0.00034884013612888974
cat__customer_city_buritis,0.00034764563748228077
cat__customer_city_canoas,0.00034693617191829714
